Check_Ave,Date,Item_Count,Location,Sub-total
4.52,3/9/2018,512,8:15,"1,303.61"
0.85,3/9/2018,2156,HDC,"1,886.75"
8.43,3/9/2018,1112,THC,"2,065.95"
10.13,3/9/2018,2762,ETC,"9,216.99"
7.28,3/9/2018,1084,Passport,"3,238.64"
9.23,3/10/2018,603,Tylers,"2,351.41"
9.18,3/11/2018,413,Tylers,"1,537.89"
8.65,3/12/2018,74,ETC,265.21
9.2,3/12/2018,1247,THC,"2,308.90"
0,3/12/2018,,Tylers,0
4.28,3/12/2018,154,8:15,374.05
6.72,3/12/2018,11,Post Office,67.07
1.76,3/12/2018,517,HDC,922.91
13.31,3/13/2018,14,Post Office,146.29
5.06,3/13/2018,113,8:15,298.18
2.91,3/13/2018,475,HDC,"1,324.37"
12.41,3/13/2018,160,ETC,519.63
8.98,3/13/2018,894,THC,"1,468.31"
6.17,3/14/2018,776,Stadium West,"2,321.00"
4.18,3/14/2018,28,ETC,88.87
7.63,3/14/2018,1214,THC,"1,798.37"
4.22,3/14/2018,477,HDC,"1,869.35"
4.74,3/14/2018,167,8:15,406.7
7.5,3/14/2018,18,Post Office,120.03
0,3/14/2018,,Lou's,0
15.65,3/15/2018,22,Post Office,328.75
10.76,3/15/2018,149,8:15,379.32
0,3/15/2018,,Lou's,0
8.19,3/15/2018,34,ETC,111.06
8.54,3/15/2018,1019,THC,"1,871.15"
2.29,3/15/2018,512,HDC,"1,224.58"
0,3/16/2018,2,Cellar,0
13.11,3/16/2018,23,ETC,89.05
10.44,3/16/2018,30,Post Office,291.65
0,3/16/2018,,Lou's,0
2.32,3/16/2018,614,HDC,"1,387.92"
4.8,3/16/2018,237,8:15,596.66
7.71,3/16/2018,835,THC,"1,458.21"
4.3,3/16/2018,44,Stadium East,129
2.11,3/17/2018,883,HDC,"1,657.27"
9.07,3/17/2018,22,ETC,80.72
4.35,3/17/2018,80,Stadium East,213
5.21,3/18/2018,133,Stadium East,417
0,3/18/2018,,Passport,0
9.13,3/18/2018,3023,ETC,"10,445.28"
4.05,3/18/2018,478,8:15,"1,235.81"
0.84,3/18/2018,2126,HDC,"1,756.64"
0.54,3/19/2018,4246,HDC,"2,267.08"
4.03,3/19/2018,2089,8:15,"5,377.01"
7.16,3/19/2018,1342,THC,"1,996.33"
7.14,3/19/2018,2028,Passport,"6,268.94"
6.88,3/19/2018,3379,ETC,"11,131.79"
5.93,3/19/2018,1465,Lou's,"4,460.64"
16.44,3/19/2018,631,Cellar,"2,333.12"
8.32,3/19/2018,1208,Tylers,"5,222.77"
6.24,3/19/2018,399,Dean's Den,"1,110.90"
7.92,3/19/2018,53,Post Office,394.2
5.41,3/19/2018,74,Stadium East,238
6.32,3/20/2018,368,Dean's Den,979.19
6.04,3/20/2018,1568,Lou's,"4,646.54"
6.81,3/20/2018,18,Post Office,122.62
0.67,3/20/2018,3928,HDC,"2,581.26"
8.08,3/20/2018,1150,THC,"2,086.33"
17.23,3/20/2018,702,Cellar,"2,990.94"
7.64,3/20/2018,1173,Tylers,"4,864.51"
7.91,3/20/2018,1917,Passport,"6,219.89"
4.11,3/20/2018,1974,8:15,"5,072.58"
7.45,3/20/2018,3436,ETC,"11,395.77"
7.93,3/21/2018,1181,Tylers,"4,982.61"
10.82,3/21/2018,831,THC,"1,989.91"
4.15,3/21/2018,1900,8:15,"4,922.76"
0.45,3/21/2018,3935,HDC,"1,822.34"
7.55,3/21/2018,1880,Passport,"6,164.81"
7.08,3/21/2018,3109,ETC,"9,906.24"
6.04,3/21/2018,1507,Lou's,"4,520.30"
5.76,3/21/2018,363,Dean's Den,"1,001.89"
10.93,3/21/2018,26,Post Office,271.16
15.33,3/21/2018,1098,Cellar,"5,111.51"
6.03,3/22/2018,380,Dean's Den,"1,067.35"
5.74,3/22/2018,1200,Lou's,"3,761.42"
11.15,3/22/2018,49,Post Office,466.77
7.44,3/22/2018,1181,Tylers,"4,939.03"
4.04,3/22/2018,1551,8:15,"3,980.25"
8.99,3/22/2018,930,THC,"1,795.26"
16.34,3/22/2018,838,Cellar,"3,466.04"
0.63,3/22/2018,3854,HDC,"2,482.73"
7.51,3/22/2018,2011,Passport,"6,309.01"
6.46,3/22/2018,3296,ETC,"10,331.24"
7.15,3/23/2018,3110,ETC,"9,496.73"
8.06,3/23/2018,1120,THC,"2,289.22"
4.36,3/23/2018,739,8:15,"1,903.99"
7.63,3/23/2018,1557,Passport,"4,736.20"
7.78,3/23/2018,1067,Tylers,"4,311.98"
16.53,3/23/2018,1061,Cellar,"4,389.66"
5.71,3/23/2018,496,Lou's,"1,467.56"
4.3,3/23/2018,74,Stadium East,215
10.48,3/23/2018,33,Post Office,324.12
0.95,3/23/2018,3257,HDC,"3,089.57"
4.23,3/24/2018,84,Stadium East,254
0.87,3/24/2018,2433,HDC,"2,064.84"
7.19,3/24/2018,2244,ETC,"7,202.59"
8.36,3/24/2018,537,Passport,"1,575.74"
6.94,3/24/2018,603,Stadium West,"1,950.00"
4.25,3/24/2018,525,8:15,"1,368.65"
14.64,3/24/2018,1171,Cellar,"4,705.35"
7.61,3/25/2018,2880,ETC,"9,268.65"
8.87,3/25/2018,765,Tylers,"3,494.83"
16.02,3/25/2018,1020,Cellar,"3,891.35"
6.66,3/25/2018,389,Dean's Den,"1,076.86"
5.5,3/25/2018,48,Stadium East,132
4.15,3/25/2018,1885,8:15,"4,808.65"
0.61,3/25/2018,2948,HDC,"1,772.92"
8.92,3/26/2018,58,Post Office,451.48
6.18,3/26/2018,1820,Lou's,"5,298.88"
8.26,3/26/2018,1293,Tylers,"5,509.30"
4.06,3/26/2018,2420,8:15,"6,090.04"
16.07,3/26/2018,579,Cellar,"2,190.01"
0.62,3/26/2018,4209,HDC,"2,619.06"
7.08,3/26/2018,1421,THC,"2,074.73"
7.43,3/26/2018,2137,Passport,"6,761.24"
6.78,3/26/2018,3478,ETC,"11,147.61"
6.38,3/26/2018,370,Dean's Den,"1,088.52"
0,3/27/2018,,Stadium West,0
16.86,3/27/2018,670,Cellar,"2,812.50"
7.46,3/27/2018,1966,Passport,"6,177.41"
6.39,3/27/2018,3140,ETC,"9,905.29"
8.5,3/27/2018,1202,THC,"2,104.48"
6.04,3/27/2018,376,Dean's Den,"1,056.36"
4,3/27/2018,27,Stadium East,72
8.44,3/27/2018,44,Post Office,345.56
7.82,3/27/2018,1304,Tylers,"5,363.26"
4.02,3/27/2018,2105,8:15,"5,242.28"
0.7,3/27/2018,4086,HDC,"2,892.66"
5.84,3/27/2018,1685,Lou's,"5,022.36"
15.12,3/28/2018,54,Post Office,679.87
6.16,3/28/2018,1827,Lou's,"5,312.18"
4.1,3/28/2018,2040,8:15,"5,174.44"
7.71,3/28/2018,1265,Tylers,"5,234.49"
6.75,3/28/2018,3392,ETC,"10,767.34"
9.31,3/28/2018,1585,THC,"2,792.37"
17.28,3/28/2018,1157,Cellar,"5,277.14"
7.36,3/28/2018,2305,Passport,"7,388.52"
6.04,3/28/2018,438,Dean's Den,"1,278.76"
1.05,3/28/2018,4214,HDC,"4,276.56"
6.11,3/29/2018,397,Dean's Den,"1,172.91"
18.32,3/29/2018,739,Cellar,"3,227.47"
12.92,3/29/2018,58,Post Office,630.82
5.69,3/29/2018,1264,Lou's,"3,831.44"
7.02,3/29/2018,2202,Passport,"6,620.85"
6.76,3/29/2018,3293,ETC,"10,647.39"
1.07,3/29/2018,3962,HDC,"4,193.81"
7.89,3/29/2018,1281,Tylers,"5,646.46"
8.04,3/29/2018,1153,THC,"2,005.06"
4.11,3/29/2018,1743,8:15,"4,368.22"
5.06,3/29/2018,82,Stadium West,268
7.88,3/30/2018,45,Post Office,327.98
1.1,3/30/2018,3249,HDC,"3,534.57"
7.57,3/30/2018,1594,Passport,"4,829.86"
7.25,3/30/2018,2951,ETC,"9,370.57"
6.02,3/30/2018,447,Lou's,"1,265.51"
4.47,3/30/2018,778,8:15,"1,966.21"
7.53,3/30/2018,936,Tylers,"3,695.91"
5.05,3/30/2018,177,Stadium West,535
16.01,3/30/2018,817,Cellar,"3,368.53"
8.96,3/30/2018,826,THC,"1,839.32"
4.76,3/31/2018,406,8:15,"1,086.49"
7.43,3/31/2018,2034,ETC,"6,636.94"
7.82,3/31/2018,708,Passport,"1,996.55"
16.08,3/31/2018,1023,Cellar,"4,136.66"
1.07,3/31/2018,2436,HDC,"2,567.27"
6.27,3/31/2018,314,Stadium West,"1,192.00"
9.18,4/1/2018,518,Tylers,"2,527.81"
4.06,4/1/2018,1492,8:15,"3,748.10"
1.21,4/1/2018,2434,HDC,"2,867.99"
16.61,4/1/2018,948,Cellar,"3,610.70"
7.65,4/1/2018,2423,ETC,"8,074.55"
5.75,4/1/2018,348,Dean's Den,924.61
6.24,4/2/2018,1667,Lou's,"4,923.47"
6.16,4/2/2018,376,Dean's Den,"1,057.33"
11.74,4/2/2018,51,Post Office,538.88
7.26,4/2/2018,1157,THC,"1,728.47"
16.76,4/2/2018,611,Cellar,"2,399.74"
0.63,4/2/2018,4170,HDC,"2,622.26"
7.64,4/2/2018,1217,Tylers,"4,876.74"
7.4,4/2/2018,2107,Passport,"6,317.82"
4.06,4/2/2018,2248,8:15,"5,686.85"
6.7,4/2/2018,3268,ETC,"10,474.66"
7.83,4/3/2018,1022,THC,"1,764.26"
7.2,4/3/2018,1855,Passport,"5,927.19"
7.48,4/3/2018,1237,Tylers,"4,890.67"
0.56,4/3/2018,4086,HDC,"2,310.59"
4.05,4/3/2018,2189,8:15,"5,495.17"
6.54,4/3/2018,3347,ETC,"10,502.27"
6.04,4/3/2018,134,Stadium East,417
6.07,4/3/2018,1642,Lou's,"4,928.68"
6.28,4/3/2018,399,Dean's Den,"1,158.94"
7.41,4/3/2018,41,Post Office,251.69
16.21,4/3/2018,519,Cellar,"2,156.29"
5.9,4/4/2018,1644,Lou's,"4,900.66"
7.77,4/4/2018,35,Post Office,263.34
0.78,4/4/2018,4159,HDC,"3,242.98"
6.84,4/4/2018,3188,ETC,"10,569.66"
7.05,4/4/2018,1318,THC,"1,760.24"
7.12,4/4/2018,2049,Passport,"6,554.81"
4.05,4/4/2018,2112,8:15,"5,350.55"
15.47,4/4/2018,1047,Cellar,"5,014.23"
6.11,4/4/2018,373,Dean's Den,"1,079.25"
7.64,4/4/2018,1149,Tylers,"4,617.83"
10.39,4/5/2018,1039,THC,"2,540.96"
7.05,4/5/2018,3410,ETC,"10,949.53"
7.33,4/5/2018,1904,Passport,"5,977.14"
16.51,4/5/2018,732,Cellar,"3,190.69"
7.5,4/5/2018,1198,Tylers,"4,763.38"
6.5,4/5/2018,333,Dean's Den,947.05
5.91,4/5/2018,1265,Lou's,"3,865.20"
10.2,4/5/2018,32,Post Office,304.23
0.83,4/5/2018,3798,HDC,"3,105.82"
4.11,4/5/2018,1725,8:15,"4,346.08"
11.16,4/6/2018,26,Post Office,253.92
6.31,4/6/2018,187,Stadium East,574
7.83,4/6/2018,841,Tylers,"3,352.32"
0.92,4/6/2018,3014,HDC,"2,815.88"
4.57,4/6/2018,790,8:15,"2,120.80"
7.98,4/6/2018,3044,ETC,"9,925.28"
8.39,4/6/2018,1620,Passport,"5,726.14"
9.54,4/6/2018,820,THC,"2,181.72"
6.4,4/6/2018,377,Lou's,"1,079.52"
16.86,4/6/2018,978,Cellar,"4,205.19"
6.2,4/7/2018,233,Stadium West,707
8.35,4/7/2018,2127,ETC,"7,136.90"
7.4,4/7/2018,446,Passport,"1,269.25"
4.31,4/7/2018,123,8:15,319.3
0.91,4/7/2018,2790,HDC,"2,582.55"
8.68,4/8/2018,667,Tylers,"3,024.16"
6.46,4/8/2018,103,Stadium West,336
16.59,4/8/2018,1123,Cellar,"4,254.62"
0.71,4/8/2018,2886,HDC,"2,028.07"
4.15,4/8/2018,1767,8:15,"4,507.85"
6.97,4/8/2018,421,Dean's Den,"1,195.17"
8.24,4/8/2018,2790,ETC,"9,367.35"
16.19,4/9/2018,632,Cellar,"2,457.53"
7.23,4/9/2018,3168,ETC,"10,527.04"
6.89,4/9/2018,1345,THC,"1,863.44"
6.43,4/9/2018,418,Dean's Den,"1,188.16"
9.85,4/9/2018,56,Post Office,490.85
7.2,4/9/2018,2025,Passport,"6,130.73"
7.28,4/9/2018,1193,Tylers,"4,594.39"
4.08,4/9/2018,2134,8:15,"5,309.60"
0.53,4/9/2018,4077,HDC,"2,160.75"
6.46,4/9/2018,1787,Lou's,"5,375.56"
0.53,4/10/2018,4148,HDC,"2,232.55"
7.27,4/10/2018,115,Post Office,412.47
5.99,4/10/2018,1619,Lou's,"4,680.42"
7.39,4/10/2018,3420,ETC,"11,307.02"
18.23,4/10/2018,791,Cellar,"3,180.70"
7.62,4/10/2018,1248,Tylers,"4,956.69"
4.25,4/10/2018,2220,8:15,"5,641.84"
6.32,4/10/2018,340,Dean's Den,959.7
7.48,4/10/2018,1025,THC,"1,691.15"
7.09,4/10/2018,1915,Passport,"5,961.07"
5.65,4/10/2018,31,Stadium East,96
6.5,4/11/2018,320,Dean's Den,932.22
11.28,4/11/2018,31,Post Office,360.04
7.44,4/11/2018,3375,ETC,"11,236.49"
0.58,4/11/2018,3914,HDC,"2,295.12"
7.56,4/11/2018,1130,Tylers,"4,475.38"
5.93,4/11/2018,1849,Lou's,"5,336.01"
4.16,4/11/2018,2216,8:15,"5,613.06"
18.3,4/11/2018,1069,Cellar,"5,078.31"
7.18,4/11/2018,2194,Passport,"6,705.92"
7.31,4/11/2018,1515,THC,"2,070.12"
4.2,4/12/2018,1805,8:15,"4,555.52"
0.71,4/12/2018,3923,HDC,"2,803.52"
8,4/12/2018,1152,THC,"2,128.87"
7.29,4/12/2018,1007,Tylers,"3,940.41"
9.41,4/12/2018,4306,ETC,"14,206.95"
7.62,4/12/2018,2144,Passport,"6,740.69"
18.13,4/12/2018,734,Cellar,"3,146.74"
5.99,4/12/2018,446,Dean's Den,"1,249.78"
5.8,4/12/2018,1218,Lou's,"3,569.52"
6.4,4/12/2018,51,Post Office,293.05
6.21,4/13/2018,407,Lou's,"1,214.53"
4.35,4/13/2018,718,8:15,"1,786.82"
7.82,4/13/2018,57,Post Office,390.43
7.35,4/13/2018,1468,Passport,"4,507.78"
10.85,4/13/2018,3793,ETC,"13,023.83"
7.99,4/13/2018,964,THC,"1,853.41"
17.75,4/13/2018,710,Cellar,"2,951.32"
7.52,4/13/2018,758,Tylers,"2,863.45"
0.94,4/13/2018,3017,HDC,"2,765.50"
0.7,4/14/2018,1956,HDC,"1,339.02"
15.49,4/14/2018,748,Cellar,"2,919.10"
4.23,4/14/2018,333,8:15,867.91
7.09,4/14/2018,405,Stadium West,"1,361.00"
7.45,4/14/2018,1656,ETC,"5,595.62"
7.52,4/14/2018,543,Passport,"1,551.92"
6.16,4/15/2018,290,Dean's Den,865.82
6.15,4/15/2018,212,Stadium West,750
0.81,4/15/2018,2603,HDC,"2,075.00"
17.02,4/15/2018,800,Cellar,"2,948.53"
4.18,4/15/2018,1405,8:15,"3,553.12"
8.92,4/15/2018,428,Tylers,"1,913.48"
7.45,4/15/2018,2262,ETC,"7,454.65"
7.36,4/16/2018,1511,THC,"2,251.86"
7.21,4/16/2018,1073,Tylers,"4,260.98"
7.31,4/16/2018,2059,Passport,"6,369.94"
6.68,4/16/2018,3125,ETC,"9,816.99"
4.12,4/16/2018,2230,8:15,"5,577.18"
18.59,4/16/2018,733,Cellar,"2,799.29"
6.35,4/16/2018,386,Dean's Den,"1,152.02"
0.63,4/16/2018,4157,HDC,"2,678.02"
6.21,4/16/2018,1753,Lou's,"5,173.74"
8.5,4/16/2018,117,Post Office,797.7
6.02,4/17/2018,1657,Lou's,"4,953.24"
11.24,4/17/2018,128,Post Office,"1,134.33"
4.22,4/17/2018,2335,8:15,"5,784.87"
0.6,4/17/2018,4042,HDC,"2,440.46"
6.9,4/17/2018,3119,ETC,"10,136.47"
18.79,4/17/2018,730,Cellar,"2,967.22"
7.24,4/17/2018,1984,Passport,"6,100.91"
7.34,4/17/2018,1091,Tylers,"4,321.43"
6.31,4/17/2018,288,Dean's Den,804.01
9.34,4/17/2018,1049,THC,"2,489.76"
7.53,4/18/2018,1667,Passport,"5,155.40"
19.06,4/18/2018,1154,Cellar,"5,829.33"
6.22,4/18/2018,417,Dean's Den,"1,169.59"
8.01,4/18/2018,1571,THC,"2,431.97"
5.71,4/18/2018,108,Stadium East,337
13.2,4/18/2018,34,Post Office,435.06
0.72,4/18/2018,4281,HDC,"3,046.03"
7.73,4/18/2018,1071,Tylers,"4,176.22"
7.1,4/18/2018,3107,ETC,"10,049.65"
6.09,4/18/2018,1453,Lou's,"4,300.01"
4.24,4/18/2018,2395,8:15,"5,935.33"
20.09,4/19/2018,30,Post Office,541.05
4.36,4/19/2018,1752,8:15,"4,470.04"
7.32,4/19/2018,1012,Tylers,"3,938.78"
0.78,4/19/2018,3960,HDC,"3,132.84"
7.47,4/19/2018,3034,ETC,"9,949.44"
7.43,4/19/2018,2030,Passport,"6,054.34"
10.61,4/19/2018,1027,THC,"2,604.71"
5.72,4/19/2018,1205,Lou's,"3,631.88"
19.06,4/19/2018,835,Cellar,"3,543.30"
6.59,4/19/2018,278,Dean's Den,840.78
7.68,4/20/2018,1552,Passport,"4,604.84"
8.63,4/20/2018,2830,ETC,"9,589.15"
18.04,4/20/2018,734,Cellar,"3,246.89"
6.83,4/20/2018,796,THC,"1,450.82"
11.19,4/20/2018,28,Post Office,267.15
5.91,4/20/2018,82,Stadium East,260
7.39,4/20/2018,729,Tylers,"2,789.94"
6.17,4/20/2018,347,Lou's,"1,104.99"
4.09,4/20/2018,738,8:15,"1,825.96"
0.72,4/20/2018,3258,HDC,"2,369.61"
6.88,4/20/2018,154,Stadium West,523
0.8,4/21/2018,2643,HDC,"2,089.00"
7.93,4/21/2018,770,Stadium West,"2,674.00"
16.63,4/21/2018,1125,Cellar,"4,657.07"
8.2,4/21/2018,2419,ETC,"7,989.66"
7.58,4/21/2018,681,Passport,"1,907.27"
4.32,4/21/2018,539,8:15,"1,358.04"
6.26,4/21/2018,164,Stadium East,513
5.81,4/22/2018,363,Dean's Den,965.78
6.08,4/22/2018,168,Stadium East,547
0.54,4/22/2018,3029,HDC,"1,665.41"
7.59,4/22/2018,2896,ETC,"9,438.14"
9.28,4/22/2018,605,Tylers,"2,617.88"
16.64,4/22/2018,864,Cellar,"3,244.81"
4.16,4/22/2018,2021,8:15,"5,060.65"
6.46,4/22/2018,189,Stadium West,633
4.13,4/23/2018,2313,8:15,"5,721.83"
0.58,4/23/2018,4225,HDC,"2,455.73"
7.64,4/23/2018,1387,THC,"1,964.17"
6.33,4/23/2018,1722,Lou's,"5,016.27"
18.04,4/23/2018,699,Cellar,"2,854.82"
7.01,4/23/2018,3032,ETC,"9,662.33"
7.09,4/23/2018,969,Tylers,"3,802.65"
6.95,4/23/2018,381,Dean's Den,"1,141.79"
7.34,4/23/2018,2034,Passport,"6,422.49"
58.57,4/23/2018,52,Post Office,"3,159.54"
6.12,4/24/2018,1459,Lou's,"4,356.36"
6.13,4/24/2018,253,Dean's Den,719.87
7.24,4/24/2018,1008,Tylers,"3,929.41"
13.72,4/24/2018,35,Post Office,465.9
4.23,4/24/2018,2293,8:15,"5,635.69"
21.9,4/24/2018,635,Cellar,"2,903.75"
0.53,4/24/2018,4109,HDC,"2,189.30"
7.52,4/24/2018,1800,Passport,"5,456.27"
7.4,4/24/2018,2583,ETC,"8,758.43"
7.75,4/24/2018,1068,THC,"1,847.18"
6.96,4/25/2018,883,Tylers,"3,369.84"
4.15,4/25/2018,2154,8:15,"5,355.81"
7.53,4/25/2018,1349,THC,"1,822.46"
0.73,4/25/2018,4240,HDC,"3,112.92"
18.09,4/25/2018,1236,Cellar,"6,069.58"
7.53,4/25/2018,2017,Passport,"6,130.19"
8.78,4/25/2018,3393,ETC,"11,952.85"
6.22,4/25/2018,317,Dean's Den,885.13
6.09,4/25/2018,1497,Lou's,"4,317.13"
10,4/25/2018,42,Post Office,367.98
6.36,4/26/2018,346,Dean's Den,"1,012.62"
5.64,4/26/2018,1019,Lou's,"3,060.60"
7.13,4/26/2018,1853,Passport,"5,540.97"
15.19,4/26/2018,35,Post Office,500.6
8.02,4/26/2018,941,THC,"1,864.69"
4.23,4/26/2018,1809,8:15,"4,521.97"
8.61,4/26/2018,3363,ETC,"11,452.63"
17.94,4/26/2018,732,Cellar,"2,904.20"
7.04,4/26/2018,777,Tylers,"2,991.49"
0.49,4/26/2018,3651,HDC,"1,804.75"
8.4,4/27/2018,2550,ETC,"8,602.65"
7.3,4/27/2018,1501,Passport,"4,524.46"
7.71,4/27/2018,1040,THC,"1,974.83"
4.3,4/27/2018,878,8:15,"2,216.69"
7.28,4/27/2018,678,Tylers,"2,617.67"
20.58,4/27/2018,804,Cellar,"3,252.99"
6.77,4/27/2018,489,Lou's,"1,401.10"
4.81,4/27/2018,48,Stadium East,149
0.8,4/27/2018,3316,HDC,"2,630.21"
12.9,4/27/2018,30,Post Office,372.46
5.91,4/28/2018,105,Stadium East,331
0.57,4/28/2018,2864,HDC,"1,653.96"
7.75,4/28/2018,629,Stadium West,"2,123.00"
7.61,4/28/2018,969,Passport,"2,689.08"
16.9,4/28/2018,839,Cellar,"3,305.92"
4.71,4/28/2018,1027,8:15,"2,507.31"
8.12,4/28/2018,2453,ETC,"8,116.50"
7.43,4/29/2018,2674,ETC,"8,785.09"
22.9,4/29/2018,601,Cellar,"2,372.87"
6.55,4/29/2018,200,Dean's Den,586.05
6.94,4/29/2018,112,Stadium East,340
0.5,4/29/2018,4581,HDC,"2,318.40"
4.36,4/29/2018,2215,8:15,"5,423.51"
9.17,4/29/2018,392,Tylers,"1,704.59"
10.29,4/30/2018,67,Post Office,592.44
4.17,4/30/2018,2134,8:15,"5,336.65"
7.11,4/30/2018,811,Tylers,"3,185.70"
0.46,4/30/2018,4308,HDC,"1,952.11"
6.76,4/30/2018,1117,Lou's,"3,205.99"
7.37,4/30/2018,2924,ETC,"9,498.55"
14.94,4/30/2018,375,Cellar,"1,234.88"
7.36,4/30/2018,1519,Passport,"4,511.03"
7.18,4/30/2018,1336,THC,"1,911.83"
6.36,4/30/2018,265,Dean's Den,715.49
16.11,5/1/2018,310,Cellar,"1,266.16"
7.58,5/1/2018,1607,Passport,"4,717.73"
8.73,5/1/2018,1207,THC,"1,839.53"
6.35,5/1/2018,256,Dean's Den,738.64
15.35,5/1/2018,58,Post Office,735.01
6.28,5/1/2018,937,Lou's,"2,633.93"
7.11,5/1/2018,773,Tylers,"3,063.87"
8.46,5/1/2018,3055,ETC,"10,573.62"
0.48,5/1/2018,4242,HDC,"2,031.09"
4.14,5/1/2018,2223,8:15,"5,456.76"
14.12,5/2/2018,39,Post Office,505.8
7.51,5/2/2018,1631,Passport,"5,092.40"
7.37,5/2/2018,792,Tylers,"3,193.20"
0.45,5/2/2018,3972,HDC,"1,816.27"
4.15,5/2/2018,2201,8:15,"5,416.80"
6.39,5/2/2018,833,Lou's,"2,512.31"
9.58,5/2/2018,3532,ETC,"12,274.84"
7.63,5/2/2018,1317,THC,"1,910.94"
14.82,5/2/2018,372,Cellar,"1,423.93"
5.46,5/2/2018,305,Dean's Den,813.47
0,5/3/2018,,Cellar,0
7.39,5/3/2018,249,Dean's Den,646.9
7.65,5/3/2018,1093,THC,"1,977.40"
38.51,5/3/2018,54,Post Office,"1,725.64"
0.62,5/3/2018,3708,HDC,"2,301.78"
13.81,5/3/2018,4492,ETC,"17,182.88"
6.29,5/3/2018,718,Lou's,"2,229.77"
7.3,5/3/2018,1446,Passport,"4,113.36"
6.86,5/3/2018,1183,Stadium West,"3,881.00"
7.06,5/3/2018,736,Tylers,"2,854.10"
4.19,5/3/2018,1821,8:15,"4,545.31"
0.57,5/4/2018,3069,HDC,"1,780.51"
4.22,5/4/2018,873,8:15,"2,193.51"
27.06,5/4/2018,86,Post Office,"2,158.59"
6.55,5/4/2018,321,Lou's,"1,058.99"
7.4,5/4/2018,719,Tylers,"2,702.86"
5.96,5/4/2018,387,Stadium West,"1,228.00"
15.44,5/4/2018,113,Dean's Den,416.44
8.21,5/4/2018,1110,Passport,"3,384.39"
16.54,5/4/2018,5818,ETC,"21,430.79"
8.48,5/4/2018,941,THC,"1,744.75"
17.13,5/5/2018,182,Dean's Den,701.45
27.78,5/5/2018,18,Post Office,527.15
0.57,5/5/2018,2126,HDC,"1,211.91"
17.14,5/5/2018,4421,ETC,"14,846.22"
7.49,5/5/2018,805,Stadium West,"2,682.00"
8.21,5/5/2018,623,Passport,"1,702.05"
2.03,5/6/2018,557,HDC,"1,061.31"
7.02,5/6/2018,479,Stadium West,"1,517.00"
13.72,5/6/2018,1041,ETC,"3,313.39"
1.54,5/6/2018,1,Dean's Den,1.54
14.98,5/7/2018,26,Post Office,359.49
4.42,5/7/2018,115,8:15,285.2
2.51,5/7/2018,613,HDC,"1,491.38"
6.93,5/7/2018,392,Passport,"1,087.81"
9.02,5/7/2018,461,ETC,"1,314.99"
7.45,5/7/2018,1379,THC,"2,044.77"
6.9,5/8/2018,322,Passport,920.32
12.19,5/8/2018,1046,THC,"2,707.04"
4.07,5/8/2018,91,8:15,229.8
3.16,5/8/2018,649,HDC,"1,915.66"
9.3,5/8/2018,577,ETC,"1,836.05"
9.59,5/8/2018,29,Post Office,258.97
8.71,5/9/2018,609,ETC,"1,788.69"
11.35,5/9/2018,37,Post Office,374.3
5.42,5/9/2018,126,8:15,337.36
6.76,5/9/2018,1308,THC,"1,697.22"
2.67,5/9/2018,627,HDC,"1,583.84"
7.45,5/9/2018,348,Passport,"1,019.11"
9.48,5/10/2018,632,ETC,"1,910.85"
7.12,5/10/2018,435,Passport,"1,219.72"
0,5/10/2018,,Robins Cntr East,0
4.36,5/10/2018,136,8:15,344.65
3.02,5/10/2018,898,HDC,"2,527.53"
16.89,5/10/2018,41,Post Office,589.09
7.37,5/10/2018,1017,THC,"1,769.92"
0,5/10/2018,,Robins Cntr West,0
6.84,5/11/2018,117,Stadium East,383
30.85,5/11/2018,32,Post Office,"1,017.85"
3.33,5/11/2018,837,HDC,"2,542.75"
4.71,5/11/2018,156,8:15,426.48
7.71,5/11/2018,462,Passport,"1,245.32"
7.58,5/11/2018,792,THC,"1,488.12"
9.87,5/11/2018,828,ETC,"2,531.22"
14.88,5/12/2018,1170,ETC,"3,866.97"
5.02,5/12/2018,150,Stadium East,462
6.88,5/12/2018,481,HDC,"2,463.92"
5.18,5/13/2018,47,Stadium East,145
18.68,5/13/2018,962,HDC,"8,515.83"
6.7,5/13/2018,1230,Robins Cntr East,"3,734.00"
9.14,5/13/2018,786,ETC,"2,142.32"
6.82,5/13/2018,1447,Robins Cntr West,"4,395.00"
0,5/14/2018,0,Robins Cntr East,0
7.61,5/14/2018,1283,THC,"1,855.70"
33.13,5/14/2018,80,Post Office,925.31
7.75,5/14/2018,590,Tylers,"1,936.59"
9.94,5/14/2018,650,ETC,"1,955.54"
4.94,5/14/2018,150,8:15,373.28
16.46,5/15/2018,27,Post Office,378.18
7.67,5/15/2018,564,Tylers,"1,867.54"
5.94,5/15/2018,199,ETC,589.52
4.2,5/15/2018,124,8:15,307.07
8.46,5/15/2018,1120,THC,"1,913.38"
0,5/15/2018,0,Cellar,0
94.02,5/16/2018,11,Post Office,939.52
4.75,5/16/2018,123,8:15,297.07
0,5/16/2018,,HDC,0
7.06,5/16/2018,1498,THC,"2,063.51"
6.03,5/16/2018,143,ETC,403.82
7.25,5/16/2018,563,Tylers,"1,953.32"
0,5/16/2018,0,Cellar,0
7.16,5/17/2018,581,Tylers,"1,865.30"
3.45,5/17/2018,15,8:15,29.47
9.1,5/17/2018,948,THC,"2,103.26"
0,5/17/2018,,Cellar,0
6.74,5/17/2018,223,ETC,691.04
